CustomerID,CustomerName,BillToCustomerID,CustomerCategoryID,BuyingGroupID,PrimaryContactPersonID,AlternateContactPersonID,DeliveryMethodID,DeliveryCityID,PostalCityID,CreditLimit,AccountOpenedDate,StandardDiscountPercentage,IsStatementSent,IsOnCreditHold,PaymentDays,PhoneNumber,FaxNumber,DeliveryRun,RunPosition,WebsiteURL,DeliveryAddressLine1,DeliveryAddressLine2,DeliveryPostalCode,PostalAddressLine1,PostalAddressLine2,PostalPostalCode,LastEditedBy,ValidFrom,ValidTo
1012,Urve Kasesalu,1012,7,,3212,,3,6206,6206,2000.000000000000000000,2013-06-16T00:00:00.000Z,0E-18,false,false,7,(319) 555-0100,(319) 555-0101,,,http://www.microsoft.com/,Unit 17,987 Amarendra Road,90140,PO Box 7630,Zalaville,90140,1,2013-06-16T00:00:00.000Z,9999-12-31T23:59:59.999Z
1013,Annette  Hetu,1013,5,,3213,,3,14522,14522,3900.000000000000000000,2013-06-22T00:00:00.000Z,0E-18,false,false,7,(405) 555-0100,(405) 555-0101,,,http://www.microsoft.com/,Unit 30,1595 Anima Avenue,90069,PO Box 6459,Bianhville,90069,1,2013-06-22T00:00:00.000Z,9999-12-31T23:59:59.999Z
1014,Narendra Tickoo,1014,3,,3214,,3,9099,9099,3100.000000000000000000,2013-07-18T00:00:00.000Z,0E-18,false,false,7,(803) 555-0100,(803) 555-0101,,,http://www.microsoft.com/,Shop 13,1608 Volkan Boulevard,90053,PO Box 394,Camilleville,90053,1,2013-07-18T00:00:00.000Z,9999-12-31T23:59:59.999Z
1015,Isa Hulsegge,1015,5,,3215,,3,30734,30734,1500.000000000000000000,2013-08-01T00:00:00.000Z,0E-18,false,false,7,(252) 555-0100,(252) 555-0101,,,http://www.microsoft.com/,Suite 11,599 Margherita Boulevard,90320,PO Box 7782,Darshanaville,90320,1,2013-08-01T00:00:00.000Z,9999-12-31T23:59:59.999Z
1016,Aive Petrov,1016,4,,3216,,3,35470,35470,3100.000000000000000000,2013-08-10T00:00:00.000Z,0E-18,false,false,7,(316) 555-0100,(316) 555-0101,,,http://www.microsoft.com/,Unit 26,1377 Marten Street,90134,PO Box 9333,Bryanville,90134,1,2013-08-10T00:00:00.000Z,9999-12-31T23:59:59.999Z
1018,Nils Kaulins,1018,5,,3218,,3,14041,14041,1700.000000000000000000,2013-09-08T00:00:00.000Z,0E-18,false,false,7,(406) 555-0100,(406) 555-0101,,,http://www.microsoft.com/,Unit 13,432 Ebru Road,90545,PO Box 2979,Anindoville,90545,1,2013-09-08T00:00:00.000Z,9999-12-31T23:59:59.999Z
1021,Fabrice Cloutier,1021,4,,3221,,3,32558,32558,1100.000000000000000000,2013-11-19T00:00:00.000Z,0E-18,false,false,7,(252) 555-0100,(252) 555-0101,,,http://www.microsoft.com/,Suite 14,667 Sandhya Lane,90765,PO Box 3460,Kajsaville,90765,1,2013-11-19T00:00:00.000Z,9999-12-31T23:59:59.999Z
1022,Nadir Seddigh,1022,5,,3222,,3,3048,3048,3000.000000000000000000,2013-11-25T00:00:00.000Z,0E-18,false,false,7,(907) 555-0100,(907) 555-0101,,,http://www.microsoft.com/,Shop 30,283 Panit Road,90067,PO Box 4604,Carlaville,90067,1,2013-11-25T00:00:00.000Z,9999-12-31T23:59:59.999Z
1023,Farzana Habibi,1023,7,,3223,,3,4270,4270,2900.000000000000000000,2013-12-01T00:00:00.000Z,0E-18,false,false,7,(219) 555-0100,(219) 555-0101,,,http://www.microsoft.com/,Suite 12,430 Mina Street,90772,PO Box 6575,Arjunaville,90772,1,2013-12-01T00:00:00.000Z,9999-12-31T23:59:59.999Z
1024,Arka Chatterjee,1024,4,,3224,,3,4795,4795,3500.000000000000000000,2013-12-26T00:00:00.000Z,0E-18,false,false,7,(303) 555-0100,(303) 555-0101,,,http://www.microsoft.com/,Unit 13,1644 Archer Lane,90675,PO Box 5144,Gopalgobindaville,90675,1,2013-12-26T00:00:00.000Z,9999-12-31T23:59:59.999Z
1025,Tuulikki Linna,1025,6,,3225,,3,25771,25771,1300.000000000000000000,2014-01-15T00:00:00.000Z,0E-18,false,false,7,(217) 555-0100,(217) 555-0101,,,http://www.microsoft.com/,Suite 20,25 Darakhshan Road,90608,PO Box 9930,Lakshmiville,90608,1,2014-01-15T00:00:00.000Z,9999-12-31T23:59:59.999Z
1027,Serdar ozden,1027,7,,3227,,3,28817,28817,2100.000000000000000000,2014-02-22T00:00:00.000Z,0E-18,false,false,7,(319) 555-0100,(319) 555-0101,,,http://www.microsoft.com/,Shop 16,1045 Margherita Lane,90654,PO Box 3171,Ellaville,90654,1,2014-02-22T00:00:00.000Z,9999-12-31T23:59:59.999Z
1029,Veronika Necesana,1029,3,,3229,,3,9331,9331,3900.000000000000000000,2014-05-18T00:00:00.000Z,0E-18,false,false,7,(218) 555-0100,(218) 555-0101,,,http://www.microsoft.com/,Shop 10,767 Gopalgobinda Crescent,90090,PO Box 2302,Dhaeraemdranaadhville,90090,1,2014-05-18T00:00:00.000Z,9999-12-31T23:59:59.999Z
1030,Chompoo Atitarn,1030,5,,3230,,3,1326,1326,4000.000000000000000000,2014-06-18T00:00:00.000Z,0E-18,false,false,7,(603) 555-0100,(603) 555-0101,,,http://www.microsoft.com/,Unit 16,1605 Anuj Avenue,90794,PO Box 2759,Langville,90794,1,2014-06-18T00:00:00.000Z,9999-12-31T23:59:59.999Z
1031,Dipti Shah,1031,6,,3231,,3,30830,30830,3700.000000000000000000,2014-08-03T00:00:00.000Z,0E-18,false,false,7,(216) 555-0100,(216) 555-0101,,,http://www.microsoft.com/,Unit 3,381 Hai Crescent,90234,PO Box 7396,Divyenduville,90234,1,2014-08-03T00:00:00.000Z,9999-12-31T23:59:59.999Z
1032,Som Mukherjee,1032,3,,3232,,3,22998,22998,3100.000000000000000000,2014-08-25T00:00:00.000Z,0E-18,false,false,7,(385) 555-0100,(385) 555-0101,,,http://www.microsoft.com/,Suite 13,263 Meredith Crescent,90747,PO Box 8436,Debrajville,90747,1,2014-08-25T00:00:00.000Z,9999-12-31T23:59:59.999Z
1033,Cuneyt Arslan,1033,4,,3233,,3,17992,17992,2000.000000000000000000,2014-08-26T00:00:00.000Z,0E-18,false,false,7,(405) 555-0100,(405) 555-0101,,,http://www.microsoft.com/,Unit 15,1400 Johanna Street,90287,PO Box 1365,Baalaamjaliville,90287,1,2014-08-26T00:00:00.000Z,9999-12-31T23:59:59.999Z
1035,Manjunatha Karnik,1035,5,,3235,,3,37898,37898,3300.000000000000000000,2014-11-08T00:00:00.000Z,0E-18,false,false,7,(405) 555-0100,(405) 555-0101,,,http://www.microsoft.com/,Suite 8,1768 Kwanjai Crescent,90286,PO Box 490,Ljubomirville,90286,1,2014-11-08T00:00:00.000Z,9999-12-31T23:59:59.999Z
1036,Erik Malk,1036,5,,3236,,3,2053,2053,1700.000000000000000000,2014-11-13T00:00:00.000Z,0E-18,false,false,7,(406) 555-0100,(406) 555-0101,,,http://www.microsoft.com/,Suite 18,923 Gilbert Avenue,90538,PO Box 9650,Shantanuville,90538,1,2014-11-13T00:00:00.000Z,9999-12-31T23:59:59.999Z
1037,David Jaramillo,1037,7,,3237,,3,28918,28918,2100.000000000000000000,2014-11-21T00:00:00.000Z,0E-18,false,false,7,(803) 555-0100,(803) 555-0101,,,http://www.microsoft.com/,Shop 12,1951 Victoria Avenue,90727,PO Box 5950,Adrianaville,90727,1,2014-11-21T00:00:00.000Z,9999-12-31T23:59:59.999Z
1038,Damodara Trivedi,1038,6,,3238,,3,33644,33644,2000.000000000000000000,2014-12-03T00:00:00.000Z,0E-18,false,false,7,(210) 555-0100,(210) 555-0101,,,http://www.microsoft.com/,Shop 23,682 Shantanu Boulevard,90350,PO Box 1320,Congville,90350,1,2014-12-03T00:00:00.000Z,9999-12-31T23:59:59.999Z
1039,Bhaamini Palagummi,1039,6,,3239,,3,18410,18410,2300.000000000000000000,2015-01-13T00:00:00.000Z,0E-18,false,false,7,(212) 555-0100,(212) 555-0101,,,http://www.microsoft.com/,Unit 29,1035 Clarissa Avenue,90459,PO Box 1576,Dayaramville,90459,1,2015-01-13T00:00:00.000Z,9999-12-31T23:59:59.999Z
1040,Damodar Shenoy,1040,3,,3240,,3,30865,30865,2400.000000000000000000,2015-01-16T00:00:00.000Z,0E-18,false,false,7,(229) 555-0100,(229) 555-0101,,,http://www.microsoft.com/,Suite 7,1337 Koknesis Avenue,90673,PO Box 5020,Annetteville,90673,1,2015-01-16T00:00:00.000Z,9999-12-31T23:59:59.999Z
1041,Tomo Vidovic,1041,4,,3241,,3,34371,34371,2900.000000000000000000,2015-01-18T00:00:00.000Z,0E-18,false,false,7,(207) 555-0100,(207) 555-0101,,,http://www.microsoft.com/,Shop 14,296 Anima Boulevard,90085,PO Box 249,Anujville,90085,1,2015-01-18T00:00:00.000Z,9999-12-31T23:59:59.999Z
1042,Nguyen Banh,1042,3,,3242,,3,11696,11696,2500.000000000000000000,2015-01-22T00:00:00.000Z,0E-18,false,false,7,(239) 555-0100,(239) 555-0101,,,http://www.microsoft.com/,Unit 7,1885 William Boulevard,90744,PO Box 8476,Bhanuville,90744,1,2015-01-22T00:00:00.000Z,9999-12-31T23:59:59.999Z
1043,Raj Verma,1043,7,,3243,,3,7113,7113,3500.000000000000000000,2015-01-30T00:00:00.000Z,0E-18,false,false,7,(203) 555-0100,(203) 555-0101,,,http://www.microsoft.com/,Shop 9,678 Sang Crescent,90799,PO Box 5963,Prasertville,90799,1,2015-01-30T00:00:00.000Z,9999-12-31T23:59:59.999Z
1044,Hanita Nookala,1044,3,,3244,,3,21650,21650,2000.000000000000000000,2015-02-12T00:00:00.000Z,0E-18,false,false,7,(225) 555-0100,(225) 555-0101,,,http://www.microsoft.com/,Shop 27,835 Kamala Lane,90229,PO Box 3294,Malleville,90229,1,2015-02-12T00:00:00.000Z,9999-12-31T23:59:59.999Z
1045,Matteo Cattaneo,1045,4,,3245,,3,24352,24352,2400.000000000000000000,2015-02-22T00:00:00.000Z,0E-18,false,false,7,(229) 555-0100,(229) 555-0101,,,http://www.microsoft.com/,Shop 2,1319 Kristiina Lane,90439,PO Box 6520,Emilyville,90439,1,2015-02-22T00:00:00.000Z,9999-12-31T23:59:59.999Z
1047,Ivana Hadrabova,1047,5,,3247,,3,18648,18648,1600.000000000000000000,2015-07-28T00:00:00.000Z,0E-18,false,false,7,(603) 555-0100,(603) 555-0101,,,http://www.microsoft.com/,Shop 12,849 Kristophe  Street,90347,PO Box 5314,Premville,90347,1,2015-07-28T00:00:00.000Z,9999-12-31T23:59:59.999Z
1048,Abhra Ganguly,1048,6,,3248,,3,35684,35684,3000.000000000000000000,2015-08-09T00:00:00.000Z,0E-18,false,false,7,(212) 555-0100,(212) 555-0101,,,http://www.microsoft.com/,Unit 31,1841 Marcello Crescent,90351,PO Box 961,Irmaville,90351,1,2015-08-09T00:00:00.000Z,9999-12-31T23:59:59.999Z
1049,Amet Shergill,1049,7,,3249,,3,37988,37988,1200.000000000000000000,2015-08-13T00:00:00.000Z,0E-18,false,false,7,(303) 555-0100,(303) 555-0101,,,http://www.microsoft.com/,Suite 19,1527 Milada Lane,90638,PO Box 700,Baoville,90638,1,2015-08-13T00:00:00.000Z,9999-12-31T23:59:59.999Z
1050,Amrita Ganguly,1050,4,,3250,,3,26010,26010,3100.000000000000000000,2015-09-23T00:00:00.000Z,0E-18,false,false,7,(787) 555-0100,(787) 555-0101,,,http://www.microsoft.com/,Suite 5,1064 Eugen Lane,90003,PO Box 7893,Kamilaville,90003,1,2015-09-23T00:00:00.000Z,9999-12-31T23:59:59.999Z
1051,Sylvie Laramee,1051,6,,3251,,3,16702,16702,2800.000000000000000000,2015-09-24T00:00:00.000Z,0E-18,false,false,7,(787) 555-0100,(787) 555-0101,,,http://www.microsoft.com/,Shop 16,1279 Annette Crescent,90443,PO Box 7080,Bipinville,90443,1,2015-09-24T00:00:00.000Z,9999-12-31T23:59:59.999Z
1052,Ian Olofsson,1052,4,,3252,,3,19374,19374,3300.000000000000000000,2015-09-26T00:00:00.000Z,0E-18,false,false,7,(339) 555-0100,(339) 555-0101,,,http://www.microsoft.com/,Suite 24,1327 Donald Street,90342,PO Box 6880,Anupamville,90342,1,2015-09-26T00:00:00.000Z,9999-12-31T23:59:59.999Z
1053,Luis Saucedo,1053,5,,3253,,3,19507,19507,2300.000000000000000000,2015-11-27T00:00:00.000Z,0E-18,false,false,7,(210) 555-0100,(210) 555-0101,,,http://www.microsoft.com/,Suite 23,117 Bhaagyalakshmi Road,90755,PO Box 2578,Williamville,90755,1,2015-11-27T00:00:00.000Z,9999-12-31T23:59:59.999Z
1054,Emma Salpa,1054,4,,3254,,3,29391,29391,1600.000000000000000000,2015-11-29T00:00:00.000Z,0E-18,false,false,7,(205) 555-0100,(205) 555-0101,,,http://www.microsoft.com/,Suite 4,105 Jitka Street,90069,PO Box 6932,Marisville,90069,1,2015-11-29T00:00:00.000Z,9999-12-31T23:59:59.999Z
1055,Adriana Pena,1055,5,,3255,,3,29158,29158,3800.000000000000000000,2015-11-30T00:00:00.000Z,0E-18,false,false,7,(252) 555-0100,(252) 555-0101,,,http://www.microsoft.com/,Shop 17,121 Valentina Road,90055,PO Box 3235,Girishville,90055,1,2015-11-30T00:00:00.000Z,9999-12-31T23:59:59.999Z
1056,Kalyani Benjaree,1056,7,,3256,,3,3714,3714,4000.000000000000000000,2015-12-20T00:00:00.000Z,0E-18,false,false,7,(212) 555-0100,(212) 555-0101,,,http://www.microsoft.com/,Shop 20,429 Viljo Lane,90650,PO Box 974,Vitezslavville,90650,1,2015-12-20T00:00:00.000Z,9999-12-31T23:59:59.999Z
1057,Ganesh Majumdar,1057,5,,3257,,3,25608,25608,1600.000000000000000000,2016-01-09T00:00:00.000Z,0E-18,false,false,7,(217) 555-0100,(217) 555-0101,,,http://www.microsoft.com/,Shop 25,162 Stern Crescent,90760,PO Box 9529,Agnesville,90760,1,2016-01-09T00:00:00.000Z,9999-12-31T23:59:59.999Z
1058,Jaroslav Fisar,1058,6,,3258,,3,31564,31564,1900.000000000000000000,2016-02-01T00:00:00.000Z,0E-18,false,false,7,(215) 555-0100,(215) 555-0101,,,http://www.microsoft.com/,Suite 30,1999 Ethan Road,90708,PO Box 7789,Airiville,90708,1,2016-02-01T00:00:00.000Z,9999-12-31T23:59:59.999Z
1059,Jibek Juniskyzy,1059,4,,3259,,3,10483,10483,1800.000000000000000000,2016-03-13T00:00:00.000Z,0E-18,false,false,7,(217) 555-0100,(217) 555-0101,,,http://www.microsoft.com/,Shop 23,80 Hudson Boulevard,90073,PO Box 13,Nadaville,90073,1,2016-03-13T00:00:00.000Z,9999-12-31T23:59:59.999Z
1060,Anand Mudaliyar,1060,7,,3260,,3,22090,22090,1100.000000000000000000,2016-04-23T00:00:00.000Z,0E-18,false,false,7,(206) 555-0100,(206) 555-0101,,,http://www.microsoft.com/,Shop 10,1235 Lana Lane,90669,PO Box 804,Ganeshville,90669,1,2016-04-23T00:00:00.000Z,9999-12-31T23:59:59.999Z
1061,Agrita Abele,1061,5,,3261,,3,19881,19881,1600.000000000000000000,2016-05-07T00:00:00.000Z,0E-18,false,false,7,(206) 555-0100,(206) 555-0101,,,http://www.microsoft.com/,Shop 12,652 Victoria Lane,90243,PO Box 8112,Milicaville,90243,1,2016-05-07T00:00:00.000Z,9999-12-31T23:59:59.999Z
3052,Ilgonis Prieditis,3052,7,,4374,,3,29645,29645,3400.000000000000000000,2024-03-08T00:00:00.000Z,0E-18,false,false,7,(505) 555-0100,(505) 555-0101,,,http://www.microsoft.com/,Unit 13,71 Suparna Street,90100,PO Box 7106,Viljoville,90100,1,2024-03-08T00:00:00.000Z,9999-12-31T23:59:59.999Z
3053,Kalpana Sen,3053,4,,4375,,3,16935,16935,2000.000000000000000000,2024-04-14T00:00:00.000Z,0E-18,false,false,7,(787) 555-0100,(787) 555-0101,,,http://www.microsoft.com/,Shop 7,112 Amet Boulevard,90452,PO Box 3264,Rajuville,90452,1,2024-04-14T00:00:00.000Z,9999-12-31T23:59:59.999Z
3054,Inna Kask,3054,6,,4376,,3,14341,14341,2400.000000000000000000,2024-04-25T00:00:00.000Z,0E-18,false,false,7,(270) 555-0100,(270) 555-0101,,,http://www.microsoft.com/,Unit 31,147 Gopalgobinda Road,90081,PO Box 6434,Bansidharville,90081,1,2024-04-25T00:00:00.000Z,9999-12-31T23:59:59.999Z
3055,Felipe Robles,3055,3,,4377,,3,30897,30897,2200.000000000000000000,2024-05-02T00:00:00.000Z,0E-18,false,false,7,(212) 555-0100,(212) 555-0101,,,http://www.microsoft.com/,Suite 7,1862 Manali Road,90396,PO Box 6244,Amarville,90396,1,2024-05-02T00:00:00.000Z,9999-12-31T23:59:59.999Z
3056,Aruna Cheema,3056,5,,4378,,3,13978,13978,2100.000000000000000000,2024-05-03T00:00:00.000Z,0E-18,false,false,7,(231) 555-0100,(231) 555-0101,,,http://www.microsoft.com/,Suite 9,1080 Aino Boulevard,90022,PO Box 1638,Juliannaville,90022,1,2024-05-03T00:00:00.000Z,9999-12-31T23:59:59.999Z
3057,Rafael Azevedo,3057,3,,4379,,3,21609,21609,2800.000000000000000000,2024-05-17T00:00:00.000Z,0E-18,false,false,7,(215) 555-0100,(215) 555-0101,,,http://www.microsoft.com/,Unit 20,931 Hanna Crescent,90749,PO Box 4224,Edwardville,90749,1,2024-05-17T00:00:00.000Z,9999-12-31T23:59:59.999Z
3058,Ekambar Bhuiyan,3058,6,,4380,,3,8892,8892,2100.000000000000000000,2024-06-13T00:00:00.000Z,0E-18,false,false,7,(314) 555-0100,(314) 555-0101,,,http://www.microsoft.com/,Shop 4,1307 Ranjit Street,90456,PO Box 5129,Laimonisville,90456,1,2024-06-13T00:00:00.000Z,9999-12-31T23:59:59.999Z
3059,Risto Lill,3059,3,,4381,,3,6336,6336,1600.000000000000000000,2024-06-15T00:00:00.000Z,0E-18,false,false,7,(907) 555-0100,(907) 555-0101,,,http://www.microsoft.com/,Suite 15,932 Abhra Crescent,90184,PO Box 182,Ivanaville,90184,1,2024-06-15T00:00:00.000Z,9999-12-31T23:59:59.999Z
3060,TunC Polat,3060,3,,4382,,3,35525,35525,1800.000000000000000000,2024-07-06T00:00:00.000Z,0E-18,false,false,7,(479) 555-0100,(479) 555-0101,,,http://www.microsoft.com/,Unit 4,1778 Kauan Avenue,90730,PO Box 1893,Radhaville,90730,1,2024-07-06T00:00:00.000Z,9999-12-31T23:59:59.999Z
3061,Alessandro Sagese,3061,4,,4383,,3,18579,18579,1700.000000000000000000,2024-07-25T00:00:00.000Z,0E-18,false,false,7,(217) 555-0100,(217) 555-0101,,,http://www.microsoft.com/,Unit 6,1504 Hubert Lane,90039,PO Box 4321,Bhagavaanville,90039,1,2024-07-25T00:00:00.000Z,9999-12-31T23:59:59.999Z
3062,Tami Shuler,3062,3,,4384,,3,30252,30252,3700.000000000000000000,2024-07-26T00:00:00.000Z,0E-18,false,false,7,(479) 555-0100,(479) 555-0101,,,http://www.microsoft.com/,Unit 25,1203 Indu Boulevard,90770,PO Box 5974,Gabrielaville,90770,1,2024-07-26T00:00:00.000Z,9999-12-31T23:59:59.999Z
3063,Essie Braggs,3063,5,,4385,,3,6176,6176,3800.000000000000000000,2024-07-28T00:00:00.000Z,0E-18,false,false,7,(262) 555-0100,(262) 555-0101,,,http://www.microsoft.com/,Shop 30,1664 Gautama Road,90162,PO Box 1642,Lalitville,90162,1,2024-07-28T00:00:00.000Z,9999-12-31T23:59:59.999Z
1003,Hue Ton,1003,4,,3203,,3,15689,15689,4095.000000000000000000,2013-03-25T00:00:00.000Z,0E-18,false,false,7,(252) 555-0100,(252) 555-0101,,,http://www.microsoft.com/,Unit 17,1634 Eugen Lane,90337,PO Box 9496,Leenaville,90337,8,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
1017,David Novacek,1017,6,,3217,,3,7668,7668,2730.000000000000000000,2013-08-15T00:00:00.000Z,0E-18,false,false,7,(423) 555-0100,(423) 555-0101,,,http://www.microsoft.com/,Shop 10,588 Danielle  Lane,90064,PO Box 7597,Priyaville,90064,15,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
1019,Dhanishta Pullela,1019,3,,3219,,3,12563,12563,1575.000000000000000000,2013-10-03T00:00:00.000Z,0E-18,false,false,7,(304) 555-0100,(304) 555-0101,,,http://www.microsoft.com/,Suite 6,304 Olly Lane,90267,PO Box 6205,Lindaville,90267,8,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
1020,Hai Banh,1020,5,,3220,,3,6574,6574,2625.000000000000000000,2013-10-23T00:00:00.000Z,0E-18,false,false,7,(252) 555-0100,(252) 555-0101,,,http://www.microsoft.com/,Shop 24,1983 Chandrakanta Street,90492,PO Box 1446,Debrajville,90492,15,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
1026,Daniella Cavalcante,1026,5,,3226,,3,28385,28385,1470.000000000000000000,2014-01-17T00:00:00.000Z,0E-18,false,false,7,(405) 555-0100,(405) 555-0101,,,http://www.microsoft.com/,Shop 22,854 Chin-Sun Street,90104,PO Box 3816,Langville,90104,8,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
1028,Emma Van Zant,1028,6,,3228,,3,37886,37886,2520.000000000000000000,2014-05-14T00:00:00.000Z,0E-18,false,false,7,(303) 555-0100,(303) 555-0101,,,http://www.microsoft.com/,Shop 21,1197 Uma Road,90400,PO Box 4980,Terezaville,90400,12,2024-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
1034,Aishwarya Dantuluri,1034,3,,3234,,3,3018,3018,3885.000000000000000000,2014-09-03T00:00:00.000Z,0E-18,false,false,7,(209) 555-0100,(209) 555-0101,,,http://www.microsoft.com/,Suite 13,1167 Femke Lane,90735,PO Box 1421,Minaville,90735,15,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
1046,Christian Couet,1046,5,,3246,,3,13799,13799,2940.000000000000000000,2015-06-12T00:00:00.000Z,0E-18,false,false,7,(212) 555-0100,(212) 555-0101,,,http://www.microsoft.com/,Unit 29,315 Caterina Lane,90370,PO Box 9378,Congville,90370,15,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
3051,Haarati Pendyala,3051,6,,4373,,3,6326,6326,3465.000000000000000000,2024-02-07T00:00:00.000Z,0E-18,false,false,7,(307) 555-0100,(307) 555-0101,,,http://www.microsoft.com/,Suite 28,268 Vera Crescent,90415,PO Box 7629,Deepeshville,90415,12,2024-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
814,Johanna Hoornstra,814,3,,3014,,3,26752,26752,2310.000000000000000000,2013-01-01T00:00:00.000Z,0E-18,false,false,7,(210) 555-0100,(210) 555-0101,"","",http://www.microsoft.com/JohannaHoornstra/,Suite 13,285 Dupuy Street,90650,PO Box 2475,Lanctotville,90650,8,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
855,Anna Mazzanti,855,5,,3055,,3,16185,16185,1680.000000000000000000,2013-01-01T00:00:00.000Z,0E-18,false,false,7,(314) 555-0100,(314) 555-0101,"","",http://www.microsoft.com/AnnaMazzanti/,Shop 31,1552 Johansson Lane,90446,PO Box 1913,Hrdlickovaville,90446,8,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
874,Daniel Martensson,874,3,,3074,,3,20668,20668,3197.250000000000000000,2013-01-01T00:00:00.000Z,0E-18,false,false,7,(225) 555-0100,(225) 555-0101,"","",http://www.microsoft.com/DanielMartensson/,Shop 21,622 Pavel Boulevard,90365,PO Box 9040,Poursokhville,90365,8,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z
